title id,Year,Rating,Votes,Title,rating link,1,2,3,4,5,6,7,8,9,10,Title-Year,WorldwideBox Office,imdb_url
tt0100240,1990,5.0,26264.0,The NeverEnding Story II: The Next Chapter,https://www.imdb.com/title/tt0100240/ratings/?ref_=tt_ov_rt,1324.0,600.0,1385.0,2905.0,5094.0,6148.0,4057.0,2212.0,1288.0,1251.0,1990 The NeverEnding Story II: The Next Chapter,17373527,https://www.imdb.com/title/tt0100240/?ref_=fn_al_tt_0
tt0100258,1990,6.8,42444.0,Night of the Living Dead,https://www.imdb.com/title/tt0100258/ratings/?ref_=tt_ov_rt,4347.0,3256.0,7779.0,12707.0,7808.0,3394.0,1355.0,690.0,406.0,702.0,1990 Night of the Living Dead,5835247,https://www.imdb.com/title/tt0100258/?ref_=fn_al_tt_0
tt0100260,1990,6.5,23546.0,Nightbreed,https://www.imdb.com/title/tt0100260/ratings/?ref_=tt_ov_rt,2509.0,1710.0,3623.0,5740.0,4759.0,2529.0,1250.0,656.0,371.0,399.0,1990 Nightbreed,8862354,https://www.imdb.com/title/tt0100260/?ref_=fn_al_tt_0
tt0100263,1990,7.3,72475.0,Nikita,https://www.imdb.com/title/tt0100263/ratings/?ref_=tt_ov_rt,6358.0,9084.0,21302.0,20652.0,8745.0,3255.0,1325.0,607.0,428.0,719.0,1990 Nikita,5017971,https://www.imdb.com/title/tt0100263/?ref_=fn_al_tt_0
tt0100318,1990,6.4,20737.0,Pacific Heights,https://www.imdb.com/title/tt0100318/ratings/?ref_=tt_ov_rt,894.0,803.0,2687.0,6077.0,5881.0,2577.0,922.0,447.0,194.0,255.0,1990 Pacific Heights,44926706,https://www.imdb.com/title/tt0100318/?ref_=fn_al_tt_0
tt0100332,1990,8.1,15592.0,Paris Is Burning,https://www.imdb.com/title/tt0100332/ratings/?ref_=tt_ov_rt,3439.0,3393.0,4822.0,2381.0,787.0,258.0,105.0,43.0,87.0,277.0,1990 Paris Is Burning,3905297,https://www.imdb.com/title/tt0100332/?ref_=fn_al_tt_0
tt0100395,1990,6.7,17950.0,Postcards from the Edge,https://www.imdb.com/title/tt0100395/ratings/?ref_=tt_ov_rt,1396.0,1158.0,2911.0,5511.0,3936.0,1678.0,658.0,276.0,161.0,265.0,1990 Postcards from the Edge,39071603,https://www.imdb.com/title/tt0100395/?ref_=fn_al_tt_0
tt0100403,1990,6.3,168566.0,Predator 2,https://www.imdb.com/title/tt0100403/ratings/?ref_=tt_ov_rt,10436.0,7082.0,20805.0,42190.0,45696.0,23592.0,9945.0,4393.0,2385.0,2042.0,1990 Predator 2,57120318,https://www.imdb.com/title/tt0100403/?ref_=fn_al_tt_0
tt0100404,1990,6.9,42482.0,Presumed Innocent,https://www.imdb.com/title/tt0100404/ratings/?ref_=tt_ov_rt,1729.0,2558.0,8766.0,16641.0,8648.0,2567.0,792.0,354.0,138.0,289.0,1990 Presumed Innocent,221303188,https://www.imdb.com/title/tt0100404/?ref_=fn_al_tt_0
tt0100405,1990,7.1,323357.0,Pretty Woman,https://www.imdb.com/title/tt0100405/ratings/?ref_=tt_ov_rt,35334.0,31780.0,69998.0,96506.0,51678.0,20107.0,8076.0,3798.0,2406.0,3674.0,1990 Pretty Woman,463406268,https://www.imdb.com/title/tt0100405/?ref_=fn_al_tt_0
